"","id","uid","date","attendance","time_valid","neutral_site","conference_competition","recent","start_date","notes_type","notes_headline","type_id","type_abbreviation","venue_id","venue_full_name","venue_address_city","venue_address_state","venue_capacity","venue_indoor","status_clock","status_display_clock","status_period","status_type_id","status_type_name","status_type_state","status_type_completed","status_type_description","status_type_detail","status_type_short_detail","format_regulation_periods","home_id","home_uid","home_location","home_name","home_abbreviation","home_display_name","home_short_display_name","home_color","home_alternate_color","home_is_active","home_venue_id","home_logo","home_score","home_winner","away_id","away_uid","away_location","away_name","away_abbreviation","away_display_name","away_short_display_name","away_is_active","away_score","away_winner","game_id","season","season_type","away_color","away_alternate_color","away_venue_id","away_logo","status_type_alt_detail","game_json","game_json_url","game_date_time","game_date","PBP","team_box","player_box"
"134",401105001,"s:40~l:59~e:401105001~c:401105001","2019-07-11T01:00Z",8508,TRUE,FALSE,FALSE,FALSE,"2019-07-11T01:00Z","","",1,"STD",5427,"Wintrust Arena","Chicago","IL",10387,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",72,FALSE,8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx",TRUE,73,TRUE,401105001,2019,2,"005084","47a757",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401105001.json",2019-07-10 21:00:00,2019-07-10,TRUE,TRUE,TRUE
"135",401105000,"s:40~l:59~e:401105000~c:401105000","2019-07-10T16:00Z",9247,TRUE,FALSE,FALSE,FALSE,"2019-07-10T16:00Z","","",1,"STD",2183,"Gainbridge Fieldhouse","Indianapolis","IN",17923,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever","e2382f","08265b",TRUE,2183,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",71,FALSE,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces",TRUE,74,TRUE,401105000,2019,2,"000000","c7cfd4",780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401105000.json",2019-07-10 12:00:00,2019-07-10,TRUE,TRUE,TRUE
"136",401104999,"s:40~l:59~e:401104999~c:401104999","2019-07-10T15:30Z",15377,TRUE,FALSE,FALSE,FALSE,"2019-07-10T15:30Z","","",1,"STD",1823,"Capital One Arena","Washington","DC",20362,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","e03a3e","09295a",TRUE,1823,"https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",68,FALSE,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury",TRUE,91,TRUE,401104999,2019,2,"3a267d","e56020",1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104999.json",2019-07-10 11:30:00,2019-07-10,TRUE,TRUE,TRUE
"137",401104998,"s:40~l:59~e:401104998~c:401104998","2019-07-10T15:00Z",3866,TRUE,FALSE,FALSE,FALSE,"2019-07-10T15:00Z","","",1,"STD",1827,"State Farm Arena","Atlanta","GA",16888,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37",TRUE,2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",78,TRUE,18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun",TRUE,75,FALSE,401104998,2019,2,"de6b36","002d62",2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104998.json",2019-07-10 11:00:00,2019-07-10,TRUE,TRUE,TRUE
"138",401104997,"s:40~l:59~e:401104997~c:401104997","2019-07-09T17:00Z",6885,TRUE,FALSE,FALSE,FALSE,"2019-07-09T17:00Z","","",1,"STD",3416,"College Park Center","Arlington","TX",0,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","11213e","c5d646",TRUE,3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",74,TRUE,6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks",TRUE,62,FALSE,401104997,2019,2,"532481","49ac9c",1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104997.json",2019-07-09 13:00:00,2019-07-09,TRUE,TRUE,TRUE
"139",401104995,"s:40~l:59~e:401104995~c:401104995","2019-07-07T22:00Z",6102,TRUE,FALSE,FALSE,FALSE,"2019-07-07T22:00Z","","",1,"STD",5427,"Wintrust Arena","Chicago","IL",10387,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",78,TRUE,3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings",TRUE,66,FALSE,401104995,2019,2,"11213e","c5d646",3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104995.json",2019-07-07 18:00:00,2019-07-07,TRUE,TRUE,TRUE
"140",401104996,"s:40~l:59~e:401104996~c:401104996","2019-07-07T22:00Z",9850,TRUE,FALSE,FALSE,FALSE,"2019-07-07T22:00Z","","",1,"STD",1949,"Footprint Center","Phoenix","AZ",17071,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",65,TRUE,20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream",TRUE,63,FALSE,401104996,2019,2,"d02030","383a37",2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104996.json",2019-07-07 18:00:00,2019-07-07,TRUE,TRUE,TRUE
"141",401104994,"s:40~l:59~e:401104994~c:401104994","2019-07-07T21:00Z",10336,TRUE,FALSE,FALSE,FALSE,"2019-07-07T21:00Z","","",1,"STD",1841,"crypto.com Arena","Los Angeles","CA",19068,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks","532481","49ac9c",TRUE,1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",98,TRUE,16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics",TRUE,81,FALSE,401104994,2019,2,"e03a3e","09295a",1823,"https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104994.json",2019-07-07 17:00:00,2019-07-07,TRUE,TRUE,TRUE
"142",401104993,"s:40~l:59~e:401104993~c:401104993","2019-07-07T19:00Z",1971,TRUE,FALSE,FALSE,FALSE,"2019-07-07T19:00Z","","",1,"STD",5584,"Westchester County Center","White Plains","NY",5000,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty","0d79b9","89c9bf",TRUE,1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",58,FALSE,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces",TRUE,90,TRUE,401104993,2019,2,"000000","c7cfd4",780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104993.json",2019-07-07 15:00:00,2019-07-07,TRUE,TRUE,TRUE
"143",401104992,"s:40~l:59~e:401104992~c:401104992","2019-07-06T18:00Z",8076,TRUE,FALSE,FALSE,FALSE,"2019-07-06T18:00Z","","",1,"STD",2160,"Mohegan Sun Arena","Uncasville","CT",10000,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","de6b36","002d62",TRUE,2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",71,FALSE,8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx",TRUE,74,TRUE,401104992,2019,2,"005084","47a757",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104992.json",2019-07-06 14:00:00,2019-07-06,TRUE,TRUE,TRUE
"144",401104989,"s:40~l:59~e:401104989~c:401104989","2019-07-06T02:00Z",9560,TRUE,FALSE,FALSE,FALSE,"2019-07-06T02:00Z","","",1,"STD",1949,"Footprint Center","Phoenix","AZ",17071,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",76,FALSE,9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty",TRUE,80,TRUE,401104989,2019,2,"0d79b9","89c9bf",1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104989.json",2019-07-05 22:00:00,2019-07-05,TRUE,TRUE,TRUE
"145",401104990,"s:40~l:59~e:401104990~c:401104990","2019-07-06T02:00Z",8111,TRUE,FALSE,FALSE,FALSE,"2019-07-06T02:00Z","","",1,"STD",782,"Alaska Airlines Arena","Seattle","WA",9268,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c",TRUE,2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",66,FALSE,20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream",TRUE,77,TRUE,401104990,2019,2,"d02030","383a37",2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104990.json",2019-07-05 22:00:00,2019-07-05,TRUE,TRUE,TRUE
"146",401104988,"s:40~l:59~e:401104988~c:401104988","2019-07-06T00:00Z",5093,TRUE,FALSE,FALSE,FALSE,"2019-07-06T00:00Z","","",1,"STD",3416,"College Park Center","Arlington","TX",0,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","11213e","c5d646",TRUE,3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",56,FALSE,5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever",TRUE,76,TRUE,401104988,2019,2,"e2382f","08265b",2183,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104988.json",2019-07-05 20:00:00,2019-07-05,TRUE,TRUE,TRUE
"147",401104987,"s:40~l:59~e:401104987~c:401104987","2019-07-03T19:00Z",8710,TRUE,FALSE,FALSE,FALSE,"2019-07-03T19:00Z","","",1,"STD",782,"Alaska Airlines Arena","Seattle","WA",9268,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c",TRUE,2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",83,FALSE,9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty",TRUE,84,TRUE,401104987,2019,2,"0d79b9","89c9bf",1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104987.json",2019-07-03 15:00:00,2019-07-03,TRUE,TRUE,TRUE
"148",401104986,"s:40~l:59~e:401104986~c:401104986","2019-07-03T00:00Z",8208,TRUE,FALSE,FALSE,FALSE,"2019-07-03T00:00Z","","",1,"STD",2029,"Target Center","Minneapolis","MN",19006,FALSE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx","005084","47a757",TRUE,2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",85,TRUE,20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream",TRUE,68,FALSE,401104986,2019,2,"d02030","383a37",2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104986.json",2019-07-02 20:00:00,2019-07-02,TRUE,TRUE,TRUE
"149",401104985,"s:40~l:59~e:401104985~c:401104985","2019-07-02T19:00Z",3516,TRUE,FALSE,FALSE,FALSE,"2019-07-02T19:00Z","","",1,"STD",4005,"Michelob ULTRA Arena","Las Vegas","NV",12000,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",90,TRUE,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky",TRUE,82,FALSE,401104985,2019,2,"4f91cd","f1f2f3",977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104985.json",2019-07-02 15:00:00,2019-07-02,TRUE,TRUE,TRUE
"150",401104984,"s:40~l:59~e:401104984~c:401104984","2019-06-30T23:00Z",8002,TRUE,FALSE,FALSE,FALSE,"2019-06-30T23:00Z","","",1,"STD",782,"Alaska Airlines Arena","Seattle","WA",9268,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c",TRUE,2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",67,FALSE,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury",TRUE,69,TRUE,401104984,2019,2,"3a267d","e56020",1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104984.json",2019-06-30 19:00:00,2019-06-30,TRUE,TRUE,TRUE
"151",401104983,"s:40~l:59~e:401104983~c:401104983","2019-06-30T21:00Z",11067,TRUE,FALSE,FALSE,FALSE,"2019-06-30T21:00Z","","",1,"STD",1841,"crypto.com Arena","Los Angeles","CA",19068,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks","532481","49ac9c",TRUE,1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",94,TRUE,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky",TRUE,69,FALSE,401104983,2019,2,"4f91cd","f1f2f3",977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104983.json",2019-06-30 17:00:00,2019-06-30,TRUE,TRUE,TRUE
"152",401104982,"s:40~l:59~e:401104982~c:401104982","2019-06-30T20:00Z",4521,TRUE,FALSE,FALSE,FALSE,"2019-06-30T20:00Z","","",1,"STD",3416,"College Park Center","Arlington","TX",0,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","11213e","c5d646",TRUE,3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",89,TRUE,8,"s:40~l:59~t:8","Minnesota","Lynx","MIN","Minnesota Lynx","Lynx",TRUE,86,FALSE,401104982,2019,2,"005084","47a757",2029,"https://a.espncdn.com/i/teamlogos/wnba/500/min.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104982.json",2019-06-30 16:00:00,2019-06-30,TRUE,TRUE,TRUE
"153",401104981,"s:40~l:59~e:401104981~c:401104981","2019-06-30T19:00Z",4359,TRUE,FALSE,FALSE,FALSE,"2019-06-30T19:00Z","","",1,"STD",1827,"State Farm Arena","Atlanta","GA",16888,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,20,"s:40~l:59~t:20","Atlanta","Dream","ATL","Atlanta Dream","Dream","d02030","383a37",TRUE,2206,"https://a.espncdn.com/i/teamlogos/wnba/500/atl.png",58,FALSE,9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty",TRUE,74,TRUE,401104981,2019,2,"0d79b9","89c9bf",1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104981.json",2019-06-30 15:00:00,2019-06-30,TRUE,TRUE,TRUE
"154",401104980,"s:40~l:59~e:401104980~c:401104980","2019-06-30T02:30Z",4581,TRUE,FALSE,FALSE,FALSE,"2019-06-30T02:30Z","","",1,"STD",4005,"Michelob ULTRA Arena","Las Vegas","NV",12000,TRUE,0,"0.0",5,3,"STATUS_FINAL","post",TRUE,"Final","Final/OT","Final/OT",4,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",102,TRUE,5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever",TRUE,97,FALSE,401104980,2019,2,"e2382f","08265b",2183,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png","OT",TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104980.json",2019-06-29 22:30:00,2019-06-29,TRUE,TRUE,TRUE
"155",401104979,"s:40~l:59~e:401104979~c:401104979","2019-06-29T18:00Z",4200,TRUE,FALSE,FALSE,FALSE,"2019-06-29T18:00Z","","",1,"STD",5946,"Entertainment & Sports Arena","Washington","DC",4200,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics","e03a3e","09295a",TRUE,1823,"https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",102,TRUE,18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun",TRUE,59,FALSE,401104979,2019,2,"de6b36","002d62",2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104979.json",2019-06-29 14:00:00,2019-06-29,TRUE,TRUE,TRUE
"156",401104977,"s:40~l:59~e:401104977~c:401104977","2019-06-29T02:00Z",9435,TRUE,FALSE,FALSE,FALSE,"2019-06-29T02:00Z","","",1,"STD",1949,"Footprint Center","Phoenix","AZ",17071,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",91,TRUE,5,"s:40~l:59~t:5","Indiana","Fever","IND","Indiana Fever","Fever",TRUE,69,FALSE,401104977,2019,2,"e2382f","08265b",2183,"https://a.espncdn.com/i/teamlogos/wnba/500/ind.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104977.json",2019-06-28 22:00:00,2019-06-28,TRUE,TRUE,TRUE
"157",401104978,"s:40~l:59~e:401104978~c:401104978","2019-06-29T02:00Z",7915,TRUE,FALSE,FALSE,FALSE,"2019-06-29T02:00Z","","",1,"STD",782,"Alaska Airlines Arena","Seattle","WA",9268,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm","05452a","f7c43c",TRUE,2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",79,TRUE,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky",TRUE,76,FALSE,401104978,2019,2,"4f91cd","f1f2f3",977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104978.json",2019-06-28 22:00:00,2019-06-28,TRUE,TRUE,TRUE
"158",401104976,"s:40~l:59~e:401104976~c:401104976","2019-06-28T23:30Z",2191,TRUE,FALSE,FALSE,FALSE,"2019-06-28T23:30Z","","",1,"STD",5584,"Westchester County Center","White Plains","NY",5000,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,9,"s:40~l:59~t:9","New York","Liberty","NY","New York Liberty","Liberty","0d79b9","89c9bf",TRUE,1830,"https://a.espncdn.com/i/teamlogos/wnba/500/ny.png",69,TRUE,3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings",TRUE,68,FALSE,401104976,2019,2,"11213e","c5d646",3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104976.json",2019-06-28 19:30:00,2019-06-28,TRUE,TRUE,TRUE
"159",401104975,"s:40~l:59~e:401104975~c:401104975","2019-06-28T02:30Z",10295,TRUE,FALSE,FALSE,FALSE,"2019-06-28T02:30Z","","",1,"STD",1841,"crypto.com Arena","Los Angeles","CA",19068,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,6,"s:40~l:59~t:6","Los Angeles","Sparks","LA","Los Angeles Sparks","Sparks","532481","49ac9c",TRUE,1841,"https://a.espncdn.com/i/teamlogos/wnba/500/la.png",86,TRUE,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces",TRUE,74,FALSE,401104975,2019,2,"000000","c7cfd4",780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104975.json",2019-06-27 22:30:00,2019-06-27,TRUE,TRUE,TRUE
"160",401104974,"s:40~l:59~e:401104974~c:401104974","2019-06-27T00:00Z",4017,TRUE,FALSE,FALSE,FALSE,"2019-06-27T00:00Z","","",1,"STD",3416,"College Park Center","Arlington","TX",0,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,3,"s:40~l:59~t:3","Dallas","Wings","DAL","Dallas Wings","Wings","11213e","c5d646",TRUE,3416,"https://a.espncdn.com/i/teamlogos/wnba/500/dal.png",74,TRUE,18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun",TRUE,73,FALSE,401104974,2019,2,"de6b36","002d62",2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104974.json",2019-06-26 20:00:00,2019-06-26,TRUE,TRUE,TRUE
"161",401104973,"s:40~l:59~e:401104973~c:401104973","2019-06-26T16:00Z",8914,TRUE,FALSE,FALSE,FALSE,"2019-06-26T16:00Z","","",1,"STD",5427,"Wintrust Arena","Chicago","IL",10387,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",74,FALSE,16,"s:40~l:59~t:16","Washington","Mystics","WSH","Washington Mystics","Mystics",TRUE,81,TRUE,401104973,2019,2,"e03a3e","09295a",1823,"https://a.espncdn.com/i/teamlogos/wnba/500/wsh.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104973.json",2019-06-26 12:00:00,2019-06-26,TRUE,TRUE,TRUE
"162",401104972,"s:40~l:59~e:401104972~c:401104972","2019-06-26T02:00Z",4215,TRUE,FALSE,FALSE,FALSE,"2019-06-26T02:00Z","","",1,"STD",4005,"Michelob ULTRA Arena","Las Vegas","NV",12000,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",60,TRUE,14,"s:40~l:59~t:14","Seattle","Storm","SEA","Seattle Storm","Storm",TRUE,56,FALSE,401104972,2019,2,"05452a","f7c43c",2184,"https://a.espncdn.com/i/teamlogos/wnba/500/scoreboard/sea.png",NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401104972.json",2019-06-25 22:00:00,2019-06-25,TRUE,TRUE,TRUE
