"","id","uid","date","attendance","time_valid","neutral_site","conference_competition","recent","start_date","notes_type","notes_headline","type_id","type_abbreviation","venue_id","venue_full_name","venue_address_city","venue_address_state","venue_capacity","venue_indoor","status_clock","status_display_clock","status_period","status_type_id","status_type_name","status_type_state","status_type_completed","status_type_description","status_type_detail","status_type_short_detail","format_regulation_periods","home_id","home_uid","home_location","home_name","home_abbreviation","home_display_name","home_short_display_name","home_color","home_alternate_color","home_is_active","home_venue_id","home_logo","home_score","home_winner","away_id","away_uid","away_location","away_name","away_abbreviation","away_display_name","away_short_display_name","away_color","away_alternate_color","away_is_active","away_venue_id","away_logo","away_score","away_winner","game_id","season","season_type","status_type_alt_detail","game_json","game_json_url","game_date_time","game_date","PBP","team_box","player_box"
"1",401370398,"s:40~l:59~e:401370398~c:401370398","2021-10-17T19:11Z",10378,TRUE,FALSE,FALSE,FALSE,"2021-10-17T19:11Z","event","WNBA Finals - Game 4",17,"FINAL",5427,"Wintrust Arena","Chicago","IL",10387,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",80,TRUE,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",74,FALSE,401370398,2021,3,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370398.json",2021-10-17 15:11:00,2021-10-17,TRUE,TRUE,TRUE
"2",401370397,"s:40~l:59~e:401370397~c:401370397","2021-10-16T01:00Z",10378,TRUE,FALSE,FALSE,FALSE,"2021-10-16T01:00Z","event","WNBA Finals - Game 3",17,"FINAL",5427,"Wintrust Arena","Chicago","IL",10387,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",86,TRUE,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",50,FALSE,401370397,2021,3,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370397.json",2021-10-15 21:00:00,2021-10-15,TRUE,TRUE,TRUE
"3",401370396,"s:40~l:59~e:401370396~c:401370396","2021-10-14T01:00Z",13685,TRUE,FALSE,FALSE,FALSE,"2021-10-14T01:00Z","event","WNBA Finals - Game 2",17,"FINAL",1949,"Footprint Center","Phoenix","AZ",17071,TRUE,0,"0.0",5,3,"STATUS_FINAL","post",TRUE,"Final","Final/OT","Final/OT",4,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",91,TRUE,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",86,FALSE,401370396,2021,3,"OT",TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370396.json",2021-10-13 21:00:00,2021-10-13,TRUE,TRUE,TRUE
"4",401370395,"s:40~l:59~e:401370395~c:401370395","2021-10-10T19:00Z",10191,TRUE,FALSE,FALSE,FALSE,"2021-10-10T19:00Z","event","WNBA Finals - Game 1",17,"FINAL",1949,"Footprint Center","Phoenix","AZ",17071,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",77,FALSE,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",91,TRUE,401370395,2021,3,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370395.json",2021-10-10 15:00:00,2021-10-10,TRUE,TRUE,TRUE
"5",401370442,"s:40~l:59~e:401370442~c:401370442","2021-10-09T01:00Z",9680,TRUE,FALSE,FALSE,FALSE,"2021-10-09T01:00Z","event","WNBA Semifinals - Game 5",16,"SEMI",4005,"Michelob ULTRA Arena","Las Vegas","NV",12000,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",84,FALSE,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",87,TRUE,401370442,2021,3,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370442.json",2021-10-08 21:00:00,2021-10-08,TRUE,TRUE,TRUE
"6",401370440,"s:40~l:59~e:401370440~c:401370440","2021-10-07T02:00Z",11255,TRUE,FALSE,FALSE,FALSE,"2021-10-07T02:00Z","event","WNBA Semifinals - Game 4",16,"SEMI",1949,"Footprint Center","Phoenix","AZ",17071,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",76,FALSE,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",93,TRUE,401370440,2021,3,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370440.json",2021-10-06 22:00:00,2021-10-06,TRUE,TRUE,TRUE
"7",401370441,"s:40~l:59~e:401370441~c:401370441","2021-10-07T00:00Z",0,TRUE,FALSE,FALSE,FALSE,"2021-10-07T00:00Z","event","WNBA Semifinals - Game 4",16,"SEMI",5427,"Wintrust Arena","Chicago","IL",10387,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",79,TRUE,18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","de6b36","002d62",TRUE,2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",69,FALSE,401370441,2021,3,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370441.json",2021-10-06 20:00:00,2021-10-06,TRUE,TRUE,TRUE
"8",401370438,"s:40~l:59~e:401370438~c:401370438","2021-10-03T19:00Z",7090,TRUE,FALSE,FALSE,FALSE,"2021-10-03T19:00Z","event","WNBA Semifinals - Game 3",16,"SEMI",1949,"Footprint Center","Phoenix","AZ",17071,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",87,TRUE,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",60,FALSE,401370438,2021,3,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370438.json",2021-10-03 15:00:00,2021-10-03,TRUE,TRUE,TRUE
"9",401370439,"s:40~l:59~e:401370439~c:401370439","2021-10-03T17:00Z",7421,TRUE,FALSE,FALSE,FALSE,"2021-10-03T17:00Z","event","WNBA Semifinals - Game 3",16,"SEMI",5427,"Wintrust Arena","Chicago","IL",10387,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,19,"s:40~l:59~t:19","Chicago","Sky","CHI","Chicago Sky","Sky","4f91cd","f1f2f3",TRUE,977,"https://a.espncdn.com/i/teamlogos/wnba/500/chi.png",86,TRUE,18,"s:40~l:59~t:18","Connecticut","Sun","CONN","Connecticut Sun","Sun","de6b36","002d62",TRUE,2160,"https://a.espncdn.com/i/teamlogos/wnba/500/conn.png",83,FALSE,401370439,2021,3,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370439.json",2021-10-03 13:00:00,2021-10-03,TRUE,TRUE,TRUE
"10",401370437,"s:40~l:59~e:401370437~c:401370437","2021-10-01T02:00Z",6432,TRUE,FALSE,FALSE,FALSE,"2021-10-01T02:00Z","event","WNBA Semifinals - Game 2",16,"SEMI",4005,"Michelob ULTRA Arena","Las Vegas","NV",12000,TRUE,0,"0.0",4,3,"STATUS_FINAL","post",TRUE,"Final","Final","Final",4,17,"s:40~l:59~t:17","Las Vegas","Aces","LV","Las Vegas Aces","Aces","000000","c7cfd4",TRUE,780,"https://a.espncdn.com/i/teamlogos/wnba/500/lv.png",91,FALSE,11,"s:40~l:59~t:11","Phoenix","Mercury","PHX","Phoenix Mercury","Mercury","3a267d","e56020",TRUE,1949,"https://a.espncdn.com/i/teamlogos/wnba/500/phx.png",117,TRUE,401370437,2021,3,NA,TRUE,"https://raw.githubusercontent.com/sportsdataverse/wehoop-wnba-raw/main/wnba/json/final/401370437.json",2021-09-30 22:00:00,2021-09-30,TRUE,TRUE,TRUE
