"","game_id","season","season_type","game_date","game_date_time","athlete_id","athlete_display_name","team_id","team_name","team_location","team_short_display_name","minutes","field_goals_made","field_goals_attempted","three_point_field_goals_made","three_point_field_goals_attempted","free_throws_made","free_throws_attempted","offensive_rebounds","defensive_rebounds","rebounds","assists","steals","blocks","turnovers","fouls","plus_minus","points","starter","ejected","did_not_play","reason","active","athlete_jersey","athlete_short_name","athlete_headshot_href","athlete_position_name","athlete_position_abbreviation","team_display_name","team_uid","team_slug","team_logo","team_abbreviation","team_color","team_alternate_color","home_away","team_winner","team_score","opponent_team_id","opponent_team_name","opponent_team_location","opponent_team_display_name","opponent_team_abbreviation","opponent_team_logo","opponent_team_color","opponent_team_alternate_color","opponent_team_score"
"1",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,924,"Alysha Clark",17,"Aces","Las Vegas","Aces",37,4,7,0,1,2,2,4,4,8,2,0,0,2,3,"-5",10,TRUE,FALSE,FALSE,"COACH'S DECISION",TRUE,"7","A. Clark","https://a.espncdn.com/i/headshots/wnba/players/full/924.png","Forward","F","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
"2",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,3149391,"A'ja Wilson",17,"Aces","Las Vegas","Aces",39,11,21,0,0,2,3,0,16,16,0,1,1,3,2,"+1",24,TRUE,FALSE,FALSE,"COACH'S DECISION",TRUE,"22","A. Wilson","https://a.espncdn.com/i/headshots/wnba/players/full/3149391.png","Forward","F","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
"3",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,3888043,"Cayla George",17,"Aces","Las Vegas","Aces",30,4,14,3,10,0,0,0,4,4,3,3,0,3,2,"+1",11,TRUE,FALSE,FALSE,"COACH'S DECISION",FALSE,"13","C. George","https://a.espncdn.com/i/headshots/wnba/players/full/3888043.png","Forward","F","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
"4",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,3065570,"Kelsey Plum",17,"Aces","Las Vegas","Aces",40,2,12,0,4,3,4,2,6,8,5,1,0,3,1,"+1",7,TRUE,FALSE,FALSE,"COACH'S DECISION",TRUE,"10","K. Plum","https://a.espncdn.com/i/headshots/wnba/players/full/3065570.png","Guard","G","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
"5",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,4065870,"Jackie Young",17,"Aces","Las Vegas","Aces",37,6,11,2,6,2,2,0,2,2,7,2,0,2,1,"-3",16,TRUE,FALSE,FALSE,"COACH'S DECISION",TRUE,"0","J. Young","https://a.espncdn.com/i/headshots/wnba/players/full/4065870.png","Guard","G","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
"6",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,1004,"Sydney Colson",17,"Aces","Las Vegas","Aces",15,1,1,0,0,0,0,0,0,0,1,0,0,0,5,"+17",2,FALSE,FALSE,FALSE,"COACH'S DECISION",TRUE,"51","S. Colson","https://a.espncdn.com/i/headshots/wnba/players/full/1004.png","Guard","G","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
"7",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,1049,"Riquna Williams",17,"Aces","Las Vegas","Aces",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,"0",0,FALSE,FALSE,FALSE,NA,FALSE,"2","R. Williams","https://a.espncdn.com/i/headshots/wnba/players/full/1049.png","Guard","G","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
"8",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,4433633,"Kierstan Bell",17,"Aces","Las Vegas","Aces",2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,"-7",0,FALSE,FALSE,FALSE,"COACH'S DECISION",FALSE,"1","K. Bell","https://a.espncdn.com/i/headshots/wnba/players/full/4433633.png","Guard","G","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
"9",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,812,"Candace Parker",17,"Aces","Las Vegas","Aces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,"LEFT FOOT",FALSE,"3","C. Parker","https://a.espncdn.com/i/headshots/wnba/players/full/812.png","Forward","F","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
"10",401578574,2023,3,2023-10-18,2023-10-18 20:00:00,2590093,"Kiah Stokes",17,"Aces","Las Vegas","Aces",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,FALSE,TRUE,"RIGHT FOOT",FALSE,"41","K. Stokes","https://a.espncdn.com/i/headshots/wnba/players/full/2590093.png","Center","C","Las Vegas Aces","s:40~l:59~t:17","las-vegas-aces","https://a.espncdn.com/i/teamlogos/wnba/500/lv.png","LV","ce1141","b4975a","away",TRUE,70,9,"Liberty","New York","New York Liberty","NY","https://a.espncdn.com/i/teamlogos/wnba/500/ny.png","86cebc","000000",69
